Epoch,Train_CLS_Loss,Train_SAC_Loss,Test_Accuracy,Test_Loss,Conf_Threshold,Learning_Rate,Epoch_Time_s,Cumulative_Time_s
1,3.224354551684472,0.03130052929684039,41.76706827309237,2.9344261959195137,0.0,5e-05,50.403669357299805,50.403669357299805
2,2.0472360926289714,0.14627246654802753,64.2570281124498,1.6037222887389362,0.12,4.995066821070679e-05,47.18028116226196,97.58395051956177
3,0.9986091525323929,0.24788621500615152,80.52208835341365,0.9280395953683183,0.24,4.980286753286195e-05,47.5908739566803,145.17482447624207
4,0.5981894106634201,0.19977798937789856,84.53815261044177,0.6014050823869184,0.36,4.955718126821722e-05,47.75013184547424,192.9249563217163
5,0.5381828383091958,0.1354597078696374,88.35341365461848,0.4609821118210675,0.48,4.9214579028215776e-05,48.311381101608276,241.23633742332458
6,0.4576116084091125,0.09051107218669306,91.36546184738955,0.3720194689085474,0.6,4.877641290737884e-05,47.68952226638794,288.9258596897125
7,0.3721631472149203,0.0821215235778401,90.96385542168674,0.3874358682660386,0.6447213595499958,4.8244412147206284e-05,47.19529485702515,336.12115454673767
8,0.41443292748543525,0.07299946639085969,91.16465863453816,0.35742424956697505,0.6632455532033675,4.762067631165049e-05,47.384716272354126,383.5058708190918
9,0.35082920712809407,0.08228759990344124,90.56224899598394,0.3686311418132391,0.6774596669241483,4.6907667001096584e-05,47.61076545715332,431.1166362762451
10,0.2418784496764983,0.05721328077056716,90.16064257028113,0.32616970532762934,0.6894427190999916,4.610819813755037e-05,47.97564244270325,479.09227871894836
11,0.22747145665268745,0.05221321764251878,93.57429718875503,0.2755420534158475,0.7,4.5225424859373677e-05,48.30111050605774,527.3933892250061
12,0.23673832236278441,0.04810061053402962,86.34538152610442,0.5050051382568199,0.7095445115010333,4.426283106939472e-05,47.40123414993286,574.794623374939
13,0.15275112311205558,0.04327366762464085,93.57429718875503,0.30428647715598345,0.7183215956619924,4.322421568553528e-05,47.173224687576294,621.9678480625153
14,0.1755018120691661,0.036624429026438345,92.7710843373494,0.2864938863858697,0.7264911064067352,4.211367764821721e-05,48.26847505569458,670.2363231182098
15,0.12056647126953449,0.03343960802040754,94.57831325301204,0.24186785962046997,0.7341640786499873,4.0935599743717234e-05,49.24601483345032,719.4823379516602
16,0.16029597025725148,0.02829548513757125,94.17670682730923,0.25032600642771285,0.7414213562373095,3.969463130731183e-05,49.868887424468994,769.3512253761292
17,0.11841075981576596,0.029261752332170165,92.570281124498,0.2951479310831928,0.7483239697419133,3.839566987447491e-05,49.63505697250366,818.9862823486328
18,0.15239468424190436,0.02472355517168199,94.37751004016064,0.29876544927719806,0.7549193338482967,3.7043841852542874e-05,48.505131483078,867.4914138317108
19,0.11886564462686018,0.023084343726476355,93.37349397590361,0.23406237182916811,0.761245154965971,3.564448228912681e-05,48.20123815536499,915.6926519870758
20,0.1050619720931976,0.02487860321097316,94.37751004016064,0.21283201209462277,0.7673320053068151,3.420311381711694e-05,48.9675657749176,964.6602177619934
21,0.1111513000402239,0.026858275275557272,91.36546184738955,0.3294182107465531,0.7732050807568878,3.272542485937368e-05,48.12131094932556,1012.781528711319
22,0.11249802948065823,0.030880994343709563,90.16064257028113,0.31314005038848336,0.7788854381999832,3.121724717912136e-05,48.20430660247803,1060.985835313797
23,0.08498841647299067,0.022702261024425106,92.9718875502008,0.27205566942075166,0.7843908891458578,2.9684532864643112e-05,47.97167491912842,1108.9575102329254
24,0.0688805025852015,0.018446579410303986,94.37751004016064,0.24431136735847758,0.7897366596101028,2.8133330839107605e-05,48.13171410560608,1157.0892243385315
25,0.0835384703616822,0.02191925242603306,88.75502008032129,0.39259048502208316,0.7949358868961793,2.6569762988232828e-05,47.77132606506348,1204.860550403595
26,0.07110431418949438,0.017052534396850293,93.37349397590361,0.2406206061236844,0.8,2.499999999999999e-05,47.17132782936096,1252.031878232956
27,0.058091462338193046,0.018829443822464636,94.17670682730923,0.1937253093342406,0.804939015319192,2.3430237011767157e-05,48.45120549201965,1300.4830837249756
28,0.08111193028819416,0.01328893652516267,93.37349397590361,0.20252350955115617,0.8097617696340302,2.1866669160892387e-05,49.027026653289795,1349.5101103782654
29,0.04510157802818163,0.017890328083247427,91.16465863453816,0.26524268782759464,0.8144761058952722,2.0315467135356877e-05,49.740540504455566,1399.250650882721
30,0.06338057025606113,0.012497062066329582,93.57429718875503,0.196093872154961,0.8190890230020664,1.878275282087862e-05,48.63762807846069,1447.8882789611816
