Epoch,Train_CLS_Loss,Train_SAC_Loss,Test_Accuracy,Test_Loss,Conf_Threshold,Epoch_Time_s,Cumulative_Time_s
1,2.774778207143148,0.0,63.270440251572325,1.8616473078727722,0.8,35.215614557266235,35.215614557266235
2,0.8179409980773926,0.26356232215960823,84.65408805031447,1.1829060626029968,0.8051724137931034,35.837639808654785,71.05325436592102
3,0.3114178707202276,0.1342960516611735,91.32075471698113,1.0893549919128418,0.810344827586207,35.057650566101074,106.1109049320221
4,0.11367031410336495,0.054385948181152347,89.18238993710692,1.1297707080841064,0.8155172413793104,34.847222089767456,140.95812702178955
5,0.0742292230327924,0.03554115543762843,85.40880503144655,1.3502061033248902,0.8206896551724139,34.78525233268738,175.74337935447693
6,0.056281171987454096,0.01205380360285441,89.55974842767296,1.274845871925354,0.8258620689655173,34.33171606063843,210.07509541511536
7,0.062492591142654416,0.07521873414516449,83.39622641509433,1.363661367893219,0.8310344827586207,34.78772711753845,244.8628225326538
8,0.061036521072189015,0.05807960033416748,86.54088050314465,1.5705879545211792,0.8362068965517242,34.391040325164795,279.2538628578186
9,0.05336583834141493,0.0,90.56603773584905,1.3689858436584472,0.8413793103448276,34.18854308128357,313.4424059391022
10,0.03421209597339233,0.027804627021153768,85.15723270440252,1.7529620385169984,0.846551724137931,34.387476682662964,347.82988262176514
11,0.02031099246814847,0.010314845045407613,88.0503144654088,1.5255713772773742,0.8517241379310345,34.48742985725403,382.31731247901917
12,0.020574364190300305,0.0,86.91823899371069,1.5780629873275758,0.8568965517241379,34.81899881362915,417.1363112926483
13,0.015218235210825999,0.0,88.42767295597484,1.471995620727539,0.8620689655172414,34.56254768371582,451.69885897636414
14,0.011496633073935907,0.0,89.68553459119497,1.415464985370636,0.8672413793103448,34.40980410575867,486.1086630821228
15,0.012608403790121276,0.0,89.30817610062893,1.3787323307991028,0.8724137931034482,34.16429305076599,520.2729561328888
16,0.013816775536785524,0.0,89.43396226415095,1.3085152006149292,0.8775862068965518,34.33504128456116,554.60799741745
17,0.0058762013368929425,0.019029390811920167,86.66666666666667,1.5936176776885986,0.8827586206896552,34.59060573577881,589.1986031532288
18,0.011903485904137293,0.0,90.69182389937107,1.3765008211135865,0.8879310344827586,34.38378095626831,623.5823841094971
19,0.012992318991261223,0.01833688219388326,90.062893081761,1.445780508518219,0.8931034482758621,34.40058732032776,657.9829714298248
20,0.01241543556097895,0.0,89.937106918239,1.474071023464203,0.8982758620689655,34.37873840332031,692.3617098331451
21,0.009891437622718513,0.0,89.68553459119497,1.4259851312637328,0.903448275862069,34.16127347946167,726.5229833126068
22,0.006651171413250267,0.0,91.57232704402516,1.3204844665527344,0.9086206896551724,34.5862672328949,761.1092505455017
23,0.0059712118934839966,0.0,92.32704402515724,1.2333380579948425,0.9137931034482758,34.47790718078613,795.5871577262878
24,0.011106268937389056,0.0,92.83018867924528,1.1425991320610047,0.9189655172413793,34.45851945877075,830.0456771850586
25,0.007878421689383686,0.040608386198679604,83.14465408805032,2.1176693630218506,0.9241379310344827,34.44921827316284,864.4948954582214
26,0.011312689086965595,0.0,88.0503144654088,1.8326292181015014,0.9293103448275861,34.347421646118164,898.8423171043396
27,0.009471587743610144,0.0,88.30188679245283,1.671887526512146,0.9344827586206896,34.79378080368042,933.63609790802
28,0.005620494077447802,0.0,87.9245283018868,1.634138216972351,0.939655172413793,34.58932971954346,968.2254276275635
29,0.0039050093580347794,0.0,88.67924528301887,1.5509403347969055,0.9448275862068966,34.56252336502075,1002.7879509925842
30,0.0057327625535738965,0.0,90.062893081761,1.4523509693145753,0.95,34.584460496902466,1037.3724114894867
