Epoch,Train_Loss,Train_Accuracy,SSC_Loss,Test_Loss,Test_Accuracy,Epoch_Time_s,Cumulative_Time_s
1,1.3924590263808712,64.67696629213484,0.06146175703138448,1.7319783782586455,49.739583395421505,67.47639560699463,67.47639560699463
2,0.5501654876416988,84.69101123595506,0.04192152879922913,1.4190106689929962,62.28298619389534,68.53903818130493,136.01543378829956
3,0.34729120880324493,90.30898876404494,0.025261853999468717,1.2752139633521438,64.62673619389534,69.1005048751831,205.11593866348267
4,0.21747639646434508,94.31179775280899,0.028117884348115223,1.4243363924324512,58.02951389923692,69.46080350875854,274.5767421722412
5,0.17594610217676152,94.9438202247191,0.022260407121914825,1.3021814180538058,64.43142369389534,69.39669179916382,343.97343397140503
6,0.158291596772798,95.47050561797754,0.015834729786271626,1.3629720285534859,63.54166669771075,69.3661744594574,413.3396084308624
7,0.26036753989965394,92.76685393258427,0.02945077477881078,1.532152682542801,60.69878488779068,69.35206699371338,482.6916754245758
8,0.09792440957546736,97.6123595505618,0.02025270896566132,1.3644293639808893,64.14930559694767,69.4422345161438,552.1339099407196
9,0.03633290365746433,99.33286516853933,0.012259761878718318,1.4836499821394682,62.78211809694767,69.38145709037781,621.5153670310974
10,0.025217666129811845,99.40308988764045,0.006632459522591213,1.4538314305245876,61.02430559694767,69.45092797279358,690.966295003891
11,0.022234911115753746,99.61376404494382,0.00894849335518404,1.467961447313428,63.56336809694767,69.40596628189087,760.3722612857819
12,0.01811416178557036,99.71910112359551,0.006426607944029435,1.4254367984831333,63.28125,69.4520571231842,829.8243184089661
13,0.019226448584897828,99.75421348314607,0.011081803363768824,1.3435443565249443,65.86371529847383,69.35846972465515,899.1827881336212
14,0.013896409140440656,99.71910112359551,0.008741836472979506,1.2914881585165858,66.2109375,69.58773016929626,968.7705183029175
15,0.014218099130956167,99.71910112359551,0.006457715659543579,1.3897048942744732,62.5,69.4285900592804,1038.1991083621979
16,0.01325504077330959,99.78932584269663,0.006464275154756026,1.3358717616647482,64.10590279847383,69.57005071640015,1107.769159078598
17,0.013554879445957872,99.75421348314607,0.005744779757171702,1.257447363808751,66.796875,69.6778552532196,1177.4470143318176
18,0.00677067299112893,100.0,0.007602260709646043,1.2762838639318943,66.40625,69.37422204017639,1246.821236371994
19,0.009238744686780173,99.78932584269663,0.0051483762577395845,1.3231492210179567,64.88715279847383,69.46682238578796,1316.288058757782
20,0.009066098858700447,99.89466292134831,0.005299714593389438,1.3022757768630981,66.25434029847383,69.38754892349243,1385.6756076812744
21,0.00689266166603814,99.89466292134831,0.004708156124374756,1.2789595499634743,66.88368059694767,69.4679160118103,1455.1435236930847
22,0.0077624172015603515,99.96488764044943,0.006604983791803125,1.3394415862858295,65.32118059694767,69.53735756874084,1524.6808812618256
23,0.005466133141576239,99.96488764044943,0.006032543504097907,1.2896303366869688,66.6015625,69.46079325675964,1594.1416745185852
