Epoch,Train_Loss,Train_Accuracy,SSC_Loss,Test_Loss,Test_Accuracy,Epoch_Time_s,Cumulative_Time_s
1,2.2145422101020813,47.54774309694767,0.11872731184121221,1.9500724532631006,53.26544943820225,27.844468593597412,27.844468593597412
2,0.36732899118214846,93.359375,0.09257058287039399,1.7530398453386982,52.84410112359551,28.76852035522461,56.61298894882202
3,0.10818225983530283,97.65625,0.08766676590312272,1.909679265169615,50.84269662921348,24.03782081604004,80.65080976486206
4,0.08100402733543888,99.4140625,0.055447784572606906,1.9266049796610736,49.68398876404495,24.383031129837036,105.0338408946991
5,0.09099865710595623,98.4375,0.038170573650859296,1.8494180618377214,51.26404494382022,25.935123443603516,130.9689643383026
6,0.033867207064758986,100.0,0.04102722473908216,1.7994888158661595,52.6685393258427,30.586547374725342,161.55551171302795
7,0.030790005082963035,99.8046875,0.029621877591125667,1.798631593752443,52.73876404494382,26.12610363960266,187.68161535263062
8,0.023008492484223098,99.8046875,0.023772609158186242,1.84101782387562,52.98455056179775,30.284048795700073,217.9656641483307
9,0.009984674463339616,100.0,0.020977978070732206,1.764872054705459,54.98595505617978,30.587743520736694,248.55340766906738
10,0.007694689044001279,100.0,0.023458919022232294,1.8326326173343015,52.84410112359551,30.72687292098999,279.2802805900574
11,0.01865526595429401,99.8046875,0.027666908485116437,1.89592341224799,51.615168539325836,30.48707914352417,309.76735973358154
12,0.0164418578351615,99.8046875,0.018912976694991812,1.7342459596274944,55.30196629213483,30.544528007507324,340.31188774108887
13,0.011753829807275906,99.609375,0.01198257101350464,1.7818031153652105,54.35393258426966,26.644744873046875,366.95663261413574
14,0.020314181565481704,99.4140625,0.011870191723573953,1.8010981297225095,53.54634831460674,24.488911867141724,391.44554448127747
15,0.006161160352348816,100.0,0.016842295590322465,1.8443563600604453,52.42275280898876,28.532955646514893,419.97850012779236
16,0.018802014441462234,99.8046875,0.012669789866777137,1.8075271078040092,52.80898876404494,30.524683237075806,450.50318336486816
17,0.0206744809038355,99.8046875,0.013811032462399453,1.7597704578316613,54.5997191011236,30.606908082962036,481.1100914478302
18,0.015419662355270702,100.0,0.006958148063858971,1.7239828430367319,55.75842696629213,30.731091260910034,511.84118270874023
19,0.007220197396236472,100.0,0.006716872580000199,1.722771464104063,55.37219101123596,30.870155572891235,542.7113382816315
20,0.01465249832108384,100.0,0.01376525399973616,1.7163976594973147,55.47752808988764,30.80448579788208,573.5158240795135
21,0.019236541658756323,99.609375,0.011206556766410358,1.7255598502547553,55.40730337078652,30.51741886138916,604.0332429409027
22,0.006420492260076571,100.0,0.008100636739982292,1.7336018356714356,55.26685393258427,30.65213632583618,634.6853792667389
23,0.005944111275312025,100.0,0.009200383676216006,1.7361932470557395,55.23174157303371,30.881450414657593,665.5668296813965
24,0.007271344062246499,100.0,0.008201325792470016,1.7217742693558167,55.47752808988764,30.806752920150757,696.3735826015472
25,0.014293885224105907,100.0,0.01207579835318029,1.699772024589978,56.07443820224719,31.240272760391235,727.6138553619385
26,0.004464971923880512,100.0,0.006754137313691899,1.7079419070080426,55.82865168539326,30.91068172454834,758.5245370864868
27,0.006671773831840255,100.0,0.00790071739902487,1.7083783290359411,55.68820224719101,30.574681520462036,789.0992186069489
28,0.009815300378249958,99.8046875,0.009077217713638674,1.7199790152940857,55.09129213483146,30.62975835800171,819.7289769649506
29,0.006006850574522105,100.0,0.012485765284509398,1.7269512019800337,54.88061797752809,30.62688684463501,850.3558638095856
30,0.005667577694111969,100.0,0.014243309589801356,1.7220639588122957,55.37219101123596,24.65701174736023,875.0128755569458
31,0.009450949984966428,100.0,0.00973387151316274,1.7102395848611767,55.68820224719101,27.425759077072144,902.438634634018
32,0.004857104291659198,100.0,0.008677186990098562,1.70631097709195,55.61797752808989,30.6316499710083,933.0702846050262
33,0.00611599855710665,100.0,0.012815484747989103,1.7203270531772228,55.37219101123596,30.35958695411682,963.4298715591431
34,0.006068329872505274,100.0,0.01364001767069567,1.7171871293796581,55.5126404494382,30.693125247955322,994.1229968070984
35,0.0051633257116918685,100.0,0.0083247250149725,1.7205290561646558,55.23174157303371,29.22044277191162,1023.34343957901
36,0.010061156546726124,99.8046875,0.011777199935750104,1.716694652364495,55.40730337078652,29.017963886260986,1052.361403465271
37,0.007521878764237044,100.0,0.009706001175800338,1.7074623447790573,55.75842696629213,30.743836164474487,1083.1052396297455
38,0.0035074482766503934,100.0,0.012900787944090553,1.7074214851253489,55.86376404494382,30.68145990371704,1113.7866995334625
39,0.009398404799867421,100.0,0.0123774742387468,1.7087269751878267,55.7935393258427,30.61237931251526,1144.3990788459778
40,0.0059776541329483734,100.0,0.008833469852106646,1.7081151877561311,55.86376404494382,30.563904285430908,1174.9629831314087
41,0.006140575038443785,100.0,0.009887308609904721,1.7158720208687728,55.75842696629213,30.61322832107544,1205.5762114524841
42,0.009684278398708557,99.65277798473835,0.010386190013377927,1.7156193137503741,55.61797752808989,30.5090434551239,1236.085254907608
43,0.007153129554353654,100.0,0.009057898743776605,1.7118015121877863,55.86376404494382,25.298855781555176,1261.3841106891632
44,0.005955725612693641,100.0,0.01267123271827586,1.7117769801884555,55.93398876404494,24.578410625457764,1285.962521314621
45,0.005571097792198998,100.0,0.008390834453166462,1.7103816567177184,55.86376404494382,24.595322370529175,1310.5578436851501
46,0.005713074528102879,100.0,0.006799278562539257,1.7098391226838143,55.89887640449438,24.605166912078857,1335.163010597229
47,0.004700575784227112,100.0,0.009462032467126846,1.7094226462787456,55.86376404494382,24.57653546333313,1359.7395460605621
48,0.009351282238640124,100.0,0.013391255866736174,1.7122878899400154,55.7935393258427,24.60111713409424,1384.3406631946564
49,0.0033006570211000508,100.0,0.012709601200185716,1.7184570147080367,55.54775280898876,24.563015937805176,1408.9036791324615
50,0.0034448443511791993,100.0,0.0071809346991358325,1.7194604272587914,55.58286516853933,24.535351753234863,1433.4390308856964
