Epoch,Train_Loss,Train_Accuracy,Test_Loss,Test_Accuracy,Epoch_Time_s,Cumulative_Time_s
1,1.4501152208514427,64.95786516853933,0.8678229762008414,75.10850690305233,33.70426273345947,33.70426273345947
2,0.4609960988085466,88.37780898876404,0.7605517089250498,77.21354179084301,22.79483151435852,56.49909424781799
3,0.2386948662611206,94.2064606741573,0.6988587224914227,79.36197929084301,22.954126834869385,79.45322108268738
4,0.14102020972732748,96.76966292134831,0.7202965941833099,79.40538190305233,23.10429358482361,102.55751466751099
5,0.08451252878549394,98.49016853932584,0.704001965590578,77.12673619389534,23.16041660308838,125.71793127059937
6,0.08439983739556871,98.31460674157303,0.7128938924506656,78.14670130610466,23.232565879821777,148.95049715042114
7,0.059008369237979814,98.56039325842697,0.6712985862577625,80.68576380610466,23.21386480331421,172.16436195373535
8,0.05490682344312068,98.84129213483146,0.7086870107559662,79.73090279847383,23.27631711959839,195.44067907333374
9,0.06746801077924522,98.45505617977528,0.7353751048030972,81.38020820915699,23.33861494064331,218.77929401397705
10,0.05536436161256982,98.59550561797754,0.97294416603836,77.79947929084301,23.35688281059265,242.1361768245697
11,0.08516740842638643,97.89325842696628,0.9087498013395816,75.1953125,23.371163845062256,265.50734066963196
12,0.03924306575339706,98.98174157303372,0.682001261106052,80.96788190305233,23.38826060295105,288.895601272583
13,0.03285886181369319,99.22752808988764,0.7332730874913977,79.79600690305233,23.43030595779419,312.3259072303772
14,0.022273787136419854,99.64887640449437,0.727531505337538,79.36197929084301,23.42687153816223,335.75277876853943
15,0.02051359395691026,99.57865168539325,0.7180155598971396,79.90451380610466,23.479732513427734,359.23251128196716
16,0.027599029702113503,99.50842696629213,0.7062128843972459,80.96788190305233,23.487795114517212,382.7203063964844
17,0.018405919875936542,99.5435393258427,0.832817865940342,77.60416679084301,23.507921934127808,406.2282283306122
18,0.021635046542204887,99.61376404494382,0.8142214249937751,79.55729179084301,23.474884033203125,429.7031123638153
19,0.0443552167994772,98.98174157303372,0.8914190751966089,78.19010429084301,23.577800512313843,453.28091287612915
20,0.029480754730047153,99.22752808988764,0.9520443651763344,75.390625,23.47768545150757,476.7585983276367
21,0.01644345296378734,99.68398876404494,0.8096432870515855,79.01475690305233,23.451969861984253,500.210568189621
22,0.01268837050721548,99.78932584269663,0.8174938293668674,80.68576380610466,23.601746559143066,523.812314748764
23,0.010178583850227348,99.89466292134831,0.8259957137252059,79.75260429084301,23.547574520111084,547.3598892688751
24,0.008874986317096045,99.8244382022472,0.8271976729301969,81.22829869389534,23.493102550506592,570.8529918193817
25,0.007009335781986828,99.89466292134831,0.8197186517591035,82.09635429084301,23.481678009033203,594.3346698284149
26,0.005942889625800766,99.89466292134831,0.8505783932614577,79.40538190305233,23.494510889053345,617.8291807174683
27,0.007737782373246109,99.85955056179775,0.9499972825233272,78.66753488779068,23.4941668510437,641.323347568512
28,0.00744391136138545,99.89466292134831,0.9764550878426235,77.88628488779068,23.507405996322632,664.8307535648346
29,0.006775887733352504,99.96488764044943,1.0958261767500517,76.90972238779068,23.47830843925476,688.3090620040894
30,0.007948821845050415,99.85955056179775,0.9967064004558779,77.88628488779068,23.5034077167511,711.8124697208405
31,0.00536830761692921,99.96488764044943,0.9936092608713807,78.08159738779068,23.48299551010132,735.2954652309418
32,0.004286524306674058,100.0,0.9899486417853041,77.88628488779068,23.494046211242676,758.7895114421844
33,0.008526931441123493,99.85955056179775,0.8770729405896418,78.62413190305233,23.45847225189209,782.2479836940765
34,0.004286930960149416,100.0,0.8388910589310399,79.79600690305233,23.473576545715332,805.7215602397919
35,0.003169298792931585,100.0,0.8556696023442782,79.83940988779068,23.534358263015747,829.2559185028076
36,0.004154382254004498,99.92977528089888,0.8443059963756241,79.21006940305233,23.515225410461426,852.771143913269
37,0.006564525149534869,99.89466292134831,0.8844737817853456,78.81944440305233,23.489034175872803,876.2601780891418
38,0.007262264846713918,99.8244382022472,0.91948538190627,77.69097238779068,23.48118019104004,899.7413582801819
39,0.005356953603260602,99.96488764044943,0.8928193334650132,78.27690988779068,23.508101224899292,923.2494595050812
40,0.005410391539125965,99.92977528089888,0.8889044662664674,78.86284738779068,23.501917839050293,946.7513773441315
41,0.004756356496378952,99.96488764044943,0.9044003031103784,78.66753488779068,23.50297498703003,970.2543523311615
42,0.00505755491120668,99.92977528089888,0.9014062363512494,79.25347238779068,23.50532627105713,993.7596786022186
43,0.002875925777322224,100.0,0.8951771135689341,78.86284738779068,23.507343769073486,1017.2670223712921
44,0.003681081084814037,99.96488764044943,0.896610451005472,78.27690988779068,23.47813081741333,1040.7451531887054
45,0.0030905579447646865,100.0,0.896676680769815,78.66753488779068,23.499091863632202,1064.2442450523376
46,0.0030206165494358205,100.0,0.8969966230570208,78.47222238779068,23.407158851623535,1087.6514039039612
47,0.003712718868682254,100.0,0.8979968027451832,78.27690988779068,23.449168920516968,1111.1005728244781
48,0.005289973245964391,99.92977528089888,0.8986622035799883,78.27690988779068,23.490343809127808,1134.590916633606
49,0.003934916689880931,100.0,0.8996807573976184,78.27690988779068,23.494574308395386,1158.0854909420013
50,0.0036052327682074485,99.96488764044943,0.899436616336061,78.27690988779068,23.467401266098022,1181.5528922080994
