Epoch,Train_Loss,Train_Accuracy,SSC_Loss,Pseudo_Loss,Test_Loss,Test_Accuracy,Epoch_Time_s,Cumulative_Time_s
1,3.436622202396393,5.44704869389534,0.31937803979963064,0.0,3.3214336109161375,10.810185194015503,37.11721968650818,37.11721968650818
2,3.207905128598213,17.013888899236917,0.2646164717152715,0.0,3.103061294555664,26.40277779102325,36.89931607246399,74.01653575897217
3,2.922953739762306,35.785590298473835,0.19390961388126016,0.0,2.874704294204712,43.14351844787598,36.7012038230896,110.71773958206177
4,2.7083904147148132,44.22743059694767,0.20345181552693248,0.0,2.6166322660446166,56.15740752220154,36.70179867744446,147.41953825950623
5,2.3953465670347214,61.50173619389534,0.16484585870057344,0.0,2.3213605451583863,67.80555558204651,37.44182014465332,184.86135840415955
6,2.0951957628130913,70.20399309694767,0.20726676564663649,0.0,1.9838733053207398,75.70370364189148,49.21167826652527,234.07303667068481
7,1.6766455620527267,79.90451380610466,0.17418796988204122,0.0,1.6309098482131958,80.60185194015503,49.044294595718384,283.1173312664032
8,1.3548735305666924,84.22309048473835,0.17811335483565927,0.0,1.297541093826294,84.97685194015503,49.469322204589844,332.58665347099304
9,1.0411480814218521,87.00086809694767,0.1790653425268829,0.0,1.0156261444091796,88.97685194015503,49.053688764572144,381.6403422355652
10,0.8384456150233746,92.62152798473835,0.18393455748446286,0.9526017010211945,0.8257838308811187,91.72685194015503,50.04251742362976,431.68285965919495
11,0.7082039192318916,94.53125,0.17420750064775348,1.8162501901388168,0.7414005982875824,93.625,50.68922758102417,482.3720872402191
12,0.6830191314220428,93.01215298473835,0.20295277098193765,2.521977484226227,0.7499531853199005,91.375,51.61337351799011,533.9854607582092
13,0.6212687324732542,93.40277798473835,0.16728456784039736,2.417437791824341,0.8372526928782463,85.70370364189148,51.78418827056885,585.7696490287781
14,0.6174468714743853,93.5546875,0.19161476055160165,2.8683186024427414,0.8933864076435566,78.80555558204651,52.59893178939819,638.3685808181763
15,0.5957024749368429,90.71180559694767,0.19704029895365238,3.1742873899638653,0.9243107959628105,77.78240752220154,52.55320358276367,690.9217844009399
16,0.5675957314670086,90.12586809694767,0.216646668035537,2.489630199968815,0.9835111682116985,73.86111116409302,52.511378049850464,743.4331624507904
17,0.5473905429244041,93.01215298473835,0.196426372975111,2.281645007431507,1.0038855296373368,73.21296310424805,52.47807455062866,795.9112370014191
18,0.5445973742753267,91.64496548473835,0.18123905011452734,2.9618103727698326,1.0726293659210204,69.21296310424805,52.77105760574341,848.6822946071625
19,0.5303496420383453,92.3828125,0.2060912111774087,2.5138052105903625,1.1286419515311719,63.76851844787598,52.77550435066223,901.4577989578247
20,0.5185296013951302,92.86024309694767,0.19815251743420959,3.0933720245957375,1.1317901073396206,64.55092597007751,52.375112771987915,953.8329117298126
21,0.5064953118562698,93.98871548473835,0.18800843227654696,2.3307255432009697,1.0735900075733662,69.09722232818604,52.39389634132385,1006.2268080711365
22,0.46559286303818226,93.79340298473835,0.19110887660644948,2.4276311844587326,1.0550186508893966,68.245370388031,51.75214409828186,1057.9789521694183
23,0.4186823461204767,96.33246548473835,0.1683525531552732,2.4673130586743355,1.1002804020047188,65.370370388031,51.85109615325928,1109.8300483226776
24,0.4094770010560751,95.703125,0.1847282419912517,3.0635183453559875,1.1081709361076355,64.120370388031,52.72911357879639,1162.559161901474
25,0.39956375025212765,95.74652798473835,0.1835112818516791,2.812101666815579,1.115487016439438,62.972222328186035,52.188894748687744,1214.7480566501617
26,0.3911894951015711,96.22395820915699,0.16749903792515397,2.630529470741749,1.104120067358017,63.847222328186035,52.35531401634216,1267.103370666504
27,0.4032803550362587,94.76996548473835,0.17015946423634887,3.519888460636139,1.1669398894906045,61.245370388031006,52.614102840423584,1319.7174735069275
28,0.39182564057409763,97.265625,0.17833024868741632,2.7350054383277893,1.1922602015733719,60.370370388031006,52.15129637718201,1371.8687698841095
29,0.39698844961822033,95.20399309694767,0.1476249028928578,2.2923461571335793,1.1808791908621787,60.370370388031006,52.20422148704529,1424.0729913711548
30,0.37967785634100437,95.94184048473835,0.17996948026120663,2.7558324709534645,1.1690030801296234,61.745370388031006,52.153213024139404,1476.2262043952942
31,0.37897551618516445,97.35243059694767,0.18462236458435655,1.8462852537631989,1.111416803598404,66.01851844787598,51.57592725753784,1527.802131652832
32,0.38748758658766747,95.55121548473835,0.16091086762025952,2.2693097312003374,1.1381579720973969,64.39351844787598,51.983996868133545,1579.7861285209656
33,0.3718469366431236,97.50434048473835,0.19249369809404016,2.49311800673604,1.1883592107892036,61.89351844787597,51.98188281059265,1631.7680113315582
34,0.36622117180377245,96.52777798473835,0.15883636008948088,2.330021645873785,1.2337745600938796,59.370370388031,51.97814083099365,1683.7461521625519
35,0.3392998958006501,97.0703125,0.16639632126316428,2.062834419310093,1.265233638882637,58.245370388031006,51.576879262924194,1735.323031425476
36,0.36141109094023705,96.6796875,0.23229127563536167,2.6916785463690758,1.2421235126256942,59.370370388031,52.391682147979736,1787.7147135734558
37,0.37008244171738625,95.98524309694767,0.15608265670016408,2.5783311873674393,1.2185962826013566,60.49537038803101,52.20241189002991,1839.9171254634857
38,0.3298714039847255,98.09027798473835,0.1507018031552434,3.2748168483376503,1.2122854083776473,61.370370388031006,52.55255436897278,1892.4696798324585
39,0.3491928307339549,97.30902798473835,0.16734836343675852,2.954030841588974,1.2249122756719588,60.870370388031006,52.195669651031494,1944.66534948349
40,0.354312720708549,97.0703125,0.17678526369854808,2.4615401290357113,1.2076862967014312,61.995370388031,51.568007469177246,1996.2333569526672
41,0.3480151295661926,97.11371548473835,0.17594696069136262,2.4791863188147545,1.1883411365747452,62.995370388031006,51.78057074546814,2048.0139276981354
42,0.3379128985106945,96.875,0.1711467511486262,3.0916274785995483,1.1873381870985031,62.995370388031006,52.193082094192505,2100.207009792328
43,0.33721511997282505,97.0703125,0.16266434034332633,2.3468424901366234,1.1931207537651063,62.745370388031006,51.76949453353882,2151.9765043258667
44,0.35000893473625183,97.11371548473835,0.13290376495569944,2.2599885538220406,1.1949471884965897,62.495370388031,51.97492003440857,2203.9514243602753
45,0.35465812124311924,96.76649309694767,0.18374560214579105,2.9156726002693176,1.1958327609300614,62.64351844787598,52.19216299057007,2256.1435873508453
46,0.35394781082868576,97.30902798473835,0.1739221871830523,2.9404242858290672,1.1993288958072663,62.64351844787598,52.173499584198,2308.3170869350433
47,0.3329974850639701,97.8515625,0.1759749217890203,3.2332210391759872,1.1981498414278031,62.64351844787598,52.190969944000244,2360.5080568790436
48,0.34932952746748924,96.875,0.18268858850933611,2.514216460287571,1.1970266902446747,62.76851844787598,51.775062561035156,2412.2831194400787
49,0.3570181569084525,96.13715298473835,0.17323572281748056,3.397996664047241,1.196909151673317,62.76851844787598,52.587568521499634,2464.8706879615784
50,0.3512641005218029,97.265625,0.15033648582175374,3.2783887088298798,1.196915367245674,62.76851844787598,52.36312532424927,2517.2338132858276
