Epoch,Train_CLS_Loss,Train_SAC_Loss,Test_Accuracy,Test_Loss,Conf_Threshold,Learning_Rate,Epoch_Time_s,Cumulative_Time_s
1,2.8868913881240355,0.04545869828472214,62.64150943396226,2.1516779685020446,0.0,5e-05,52.29572939872742,52.29572939872742
2,0.9694020776979385,0.1786913552111195,93.33333333333333,0.513539442177862,0.12,4.995066821070679e-05,50.993879079818726,103.28960847854614
3,0.16330691619265464,0.18013518736247094,96.1006289308176,0.17134657566435635,0.24,4.980286753286195e-05,51.55967879295349,154.84928727149963
4,0.04154147646359859,0.09345063356862914,99.24528301886792,0.055691225697519255,0.36,4.955718126821722e-05,51.80440592765808,206.65369319915771
5,0.01966148293426921,0.047168172655567046,98.61635220125787,0.08358985234459397,0.48,4.9214579028215776e-05,51.92269849777222,258.57639169692993
6,0.006666340467129503,0.04064046286587273,98.99371069182389,0.045688066731963774,0.6,4.877641290737884e-05,52.21419382095337,310.7905855178833
7,0.00659115657570862,0.02139625912381997,98.86792452830188,0.06697243674803759,0.6447213595499958,4.8244412147206284e-05,52.14139151573181,362.9319770336151
8,0.005888073620641784,0.022104180928680203,98.99371069182389,0.0793447434862901,0.6632455532033675,4.762067631165049e-05,52.21647024154663,415.14844727516174
9,0.005871743381571685,0.015266328426678815,97.48427672955975,0.15577552945760545,0.6774596669241483,4.6907667001096584e-05,52.135311126708984,467.2837584018707
10,0.010740658070238667,0.020754872558398113,98.36477987421384,0.10037378600696684,0.6894427190999916,4.610819813755037e-05,51.38859224319458,518.6723506450653
11,0.00247488610987221,0.022290121482294655,97.35849056603773,0.10008699585057912,0.7,4.5225424859373677e-05,51.61713242530823,570.2894830703735
12,0.009253340849329928,0.015857369485010785,97.86163522012579,0.08103573481123022,0.7095445115010333,4.426283106939472e-05,51.37834119796753,621.6678242683411
13,0.0031405208301880667,0.014464048266921553,98.86792452830188,0.03414237998171302,0.7183215956619924,4.322421568553528e-05,51.36484694480896,673.03267121315
14,0.0017099557942034857,0.017648552968767623,98.74213836477988,0.0936876945829863,0.7264911064067352,4.211367764821721e-05,51.795368909835815,724.8280401229858
