Best_Accuracy,Best_Epoch,Final_Test_Accuracy,Final_Train_Accuracy,CLS_Loss_Start,CLS_Loss_End,MKMMD_Loss_Start,MKMMD_Loss_End,Total_Training_Minutes,Avg_Epoch_Time,Min_Epoch_Time,Max_Epoch_Time
88.12934048473835,15,85.91579869389534,99.92977528089888,1.7350834721511,0.0933727992729943,0.0726672936691327,0.0865047131194157,38.56880629857381,46.28256755828858,44.49959254264832,51.13604640960693
