Best_Accuracy,Best_Epoch,Final_Test_Accuracy,Final_Train_Accuracy,CLS_Loss_Start,CLS_Loss_End,MKMMD_Loss_Start,MKMMD_Loss_End,Total_Training_Minutes,Avg_Epoch_Time,Min_Epoch_Time,Max_Epoch_Time
98.75,36,98.5,100.0,3.1112067848443985,0.0697027829519356,0.04598930478096,0.0637892852537334,10.387345083554585,12.464814100265503,10.706335306167604,13.775571584701538
