Best_Accuracy,Best_Epoch,Final_Test_Accuracy,Final_Train_Accuracy,CLS_Loss_Start,CLS_Loss_End,MKMMD_Loss_Start,MKMMD_Loss_End,Total_Training_Minutes,Avg_Epoch_Time,Min_Epoch_Time,Max_Epoch_Time
86.38425922393799,45,86.13425922393799,100.0,1.7418620438220795,0.0896069413516013,0.0720208578565147,0.0842025241908732,38.94203636646271,46.73044363975525,44.964967250823975,50.631258964538574
