Epoch,Train_CLS_Loss,Train_SAC_Loss,Test_Accuracy,Test_Loss,Conf_Threshold,Learning_Rate,Epoch_Time_s,Cumulative_Time_s
1,3.224354551684472,0.03130052929684039,41.76706827309237,2.9344261959195137,0.0,5e-05,50.61825346946716,50.61825346946716
2,2.0472360926289714,0.14627246654802753,64.2570281124498,1.6037222887389362,0.12,4.995066821070679e-05,46.84624743461609,97.46450090408325
3,0.9986091525323929,0.24788621500615152,80.52208835341365,0.9280395953683183,0.24,4.980286753286195e-05,47.81510400772095,145.2796049118042
4,0.5981894106634201,0.19977798937789856,84.53815261044177,0.6014050823869184,0.36,4.955718126821722e-05,48.59001064300537,193.86961555480957
5,0.5381828383091958,0.1354597078696374,88.35341365461848,0.4609821118210675,0.48,4.9214579028215776e-05,48.05484080314636,241.92445635795593
6,0.4576116084091125,0.09051107218669306,91.36546184738955,0.3720194689085474,0.6,4.877641290737884e-05,48.410136699676514,290.33459305763245
7,0.3721631472149203,0.0821215235778401,90.96385542168674,0.3874358682660386,0.6447213595499958,4.8244412147206284e-05,47.995267391204834,338.3298604488373
8,0.41443292748543525,0.07299946639085969,91.16465863453816,0.35742424956697505,0.6632455532033675,4.762067631165049e-05,47.966256856918335,386.2961173057556
9,0.35082920712809407,0.08228759990344124,90.56224899598394,0.3686311418132391,0.6774596669241483,4.6907667001096584e-05,48.00581407546997,434.3019313812256
10,0.2418784496764983,0.05721328077056716,90.16064257028113,0.32616970532762934,0.6894427190999916,4.610819813755037e-05,48.771754026412964,483.07368540763855
11,0.22747145665268745,0.05221321764251878,93.57429718875503,0.2755420534158475,0.7,4.5225424859373677e-05,48.62017750740051,531.6938629150391
12,0.23673832236278441,0.04810061053402962,86.34538152610442,0.5050051382568199,0.7095445115010333,4.426283106939472e-05,48.28163719177246,579.9755001068115
13,0.15275112311205558,0.04327366762464085,93.57429718875503,0.30428647715598345,0.7183215956619924,4.322421568553528e-05,48.175517320632935,628.1510174274445
14,0.1755018120691661,0.036624429026438345,92.7710843373494,0.2864938863858697,0.7264911064067352,4.211367764821721e-05,48.786778926849365,676.9377963542938
15,0.12056647126953449,0.03343960802040754,94.57831325301204,0.24186785962046997,0.7341640786499873,4.0935599743717234e-05,49.20530295372009,726.1430993080139
16,0.16029597025725148,0.02829548513757125,94.17670682730923,0.25032600642771285,0.7414213562373095,3.969463130731183e-05,50.04717826843262,776.1902775764465
17,0.11841075981576596,0.029261752332170165,92.570281124498,0.2951479310831928,0.7483239697419133,3.839566987447491e-05,49.78136420249939,825.9716417789459
18,0.15239468424190436,0.02472355517168199,94.37751004016064,0.29876544927719806,0.7549193338482967,3.7043841852542874e-05,48.776832580566406,874.7484743595123
19,0.11886564462686018,0.023084343726476355,93.37349397590361,0.23406237182916811,0.761245154965971,3.564448228912681e-05,48.5158531665802,923.2643275260925
20,0.1050619720931976,0.02487860321097316,94.37751004016064,0.21283201209462277,0.7673320053068151,3.420311381711694e-05,49.45662546157837,972.7209529876709
21,0.1111513000402239,0.026858275275557272,91.36546184738955,0.3294182107465531,0.7732050807568878,3.272542485937368e-05,48.97791600227356,1021.6988689899445
22,0.11249802948065823,0.030880994343709563,90.16064257028113,0.31314005038848336,0.7788854381999832,3.121724717912136e-05,48.997955083847046,1070.6968240737915
23,0.08498841647299067,0.022702261024425106,92.9718875502008,0.27205566942075166,0.7843908891458578,2.9684532864643112e-05,48.79503631591797,1119.4918603897095
24,0.0688805025852015,0.018446579410303986,94.37751004016064,0.24431136735847758,0.7897366596101028,2.8133330839107605e-05,49.167723417282104,1168.6595838069916
25,0.0835384703616822,0.02191925242603306,88.75502008032129,0.39259048502208316,0.7949358868961793,2.6569762988232828e-05,48.9694550037384,1217.62903881073
26,0.07110431418949438,0.017052534396850293,93.37349397590361,0.2406206061236844,0.8,2.499999999999999e-05,48.45863747596741,1266.0876762866974
27,0.058091462338193046,0.018829443822464636,94.17670682730923,0.1937253093342406,0.804939015319192,2.3430237011767157e-05,49.365264654159546,1315.452940940857
28,0.08111193028819416,0.01328893652516267,93.37349397590361,0.20252350955115617,0.8097617696340302,2.1866669160892387e-05,49.6124804019928,1365.0654213428497
29,0.04510157802818163,0.017890328083247427,91.16465863453816,0.26524268782759464,0.8144761058952722,2.0315467135356877e-05,49.37419867515564,1414.4396200180054
30,0.06338057025606113,0.012497062066329582,93.57429718875503,0.196093872154961,0.8190890230020664,1.878275282087862e-05,49.544358015060425,1463.9839780330658
31,0.04292453793928989,0.012698534485553541,94.17670682730923,0.20756802192863688,0.823606797749979,1.7274575140626315e-05,49.31924057006836,1513.3032186031342
32,0.05404419079047417,0.011933153209787222,93.97590361445783,0.19275357041624375,0.8280350850198276,1.5796886182883053e-05,48.796210050582886,1562.099428653717
33,0.027706832459737218,0.009531189417166094,94.77911646586345,0.17653178534692415,0.832379000772445,1.4355517710873178e-05,49.05447745323181,1611.1539061069489
34,0.02238325259437965,0.009028449294067199,95.38152610441767,0.18173209968881565,0.8366431913239847,1.295615814745711e-05,49.33027911186218,1660.484185218811
35,0.03450206514342778,0.01069722060234316,94.77911646586345,0.1856242898434175,0.8408318915758459,1.1604330125525074e-05,49.076586961746216,1709.5607721805573
36,0.03163612908833931,0.016594272767824512,95.18072289156626,0.17392968157264477,0.8449489742783178,1.030536869268817e-05,49.216383934020996,1758.7771561145782
37,0.03871470804686748,0.007944609121149105,95.38152610441767,0.1759080255551453,0.8489979919597747,9.064400256282752e-06,48.90689182281494,1807.6840479373932
38,0.03525498176684543,0.011184880787867212,94.97991967871486,0.16007821156972568,0.8529822128134703,7.886322351782778e-06,48.64095878601074,1856.325006723404
39,0.02094641776244727,0.008357899338607826,94.77911646586345,0.15544093387006797,0.8569046515733025,6.775784314464713e-06,48.7888286113739,1905.1138353347778
40,0.018413135066493263,0.008573832170617196,95.58232931726907,0.1490190083059133,0.8607680962081059,5.737168930605268e-06,48.75864863395691,1953.8724839687347
41,0.03195186762980396,0.007583267408453168,96.18473895582329,0.14415319783620362,0.8645751311064591,4.774575140626313e-06,48.990920066833496,2002.8634040355682
42,0.03088751758238481,0.007468291975167249,96.3855421686747,0.14404913512453277,0.8683281572999748,3.891801862449626e-06,48.799548387527466,2051.6629524230957
43,0.021727351854825692,0.006991994612279439,95.78313253012048,0.1472642276262377,0.8720294101747089,3.0923329989034086e-06,48.79224944114685,2100.4552018642426
44,0.03347644485127661,0.007270606189605689,95.58232931726907,0.1480491202446501,0.8756809750418044,2.379323688349515e-06,48.96627593040466,2149.421477794647
45,0.025505444449898336,0.006208827749135033,95.38152610441767,0.14550553271283206,0.8792848008753789,1.7555878527937151e-06,48.802124977111816,2198.223602771759
46,0.012405372619058096,0.006023317500348052,95.38152610441767,0.1456212013813456,0.882842712474619,1.2235870926211608e-06,48.84383726119995,2247.067440032959
47,0.031324795939238564,0.0049495636485517025,95.58232931726907,0.1445883920578126,0.886356421265527,7.854209717842252e-07,48.58929443359375,2295.6567344665527
48,0.01785539388994596,0.005578545752101608,95.58232931726907,0.14427741336976396,0.8898275349237887,4.428187317827816e-07,48.76503562927246,2344.421770095825
49,0.0177783815494378,0.006952506610222401,95.78313253012048,0.1438812526298534,0.8932575659723037,1.971324671380557e-07,48.78999876976013,2393.2117688655853
50,0.03987304467497574,0.005987638607621193,95.78313253012048,0.14368809516508918,0.8966479394838265,4.9331789293210987e-08,48.58230662345886,2441.794075489044
