Epoch,Train_CLS_Loss,Train_SAC_Loss,Test_Accuracy,Test_Loss,Conf_Threshold,Epoch_Time_s,Cumulative_Time_s
1,2.6541544745365777,0.00778829740981261,51.82389937106918,2.0049110746383665,0.8,36.877647161483765,36.877647161483765
2,1.1493182157476742,0.1556546309341987,60.880503144654085,1.6920217657089234,0.8051724137931034,37.6576931476593,74.53534030914307
3,0.7910019780198733,0.10973898779290418,67.16981132075472,1.5153143191337586,0.810344827586207,37.86462187767029,112.39996218681335
4,0.6137584932148457,0.1353653191278378,63.39622641509434,1.730579640865326,0.8155172413793104,37.270439863204956,149.6704020500183
5,0.5499073552588621,0.0637070033699274,61.509433962264154,2.0667851877212526,0.8206896551724139,36.799898862838745,186.47030091285706
6,0.49055756876866025,0.0,60.0,1.9378901648521423,0.8258620689655173,36.541484355926514,223.01178526878357
7,0.4273313221832116,0.0,67.42138364779875,1.6230021286010743,0.8310344827586207,36.62301254272461,259.6347978115082
8,0.35138138476759195,0.03313649632036686,62.38993710691824,1.9285497570037842,0.8362068965517242,37.011773347854614,296.6465711593628
9,0.2866043650234739,0.013489096115032831,62.0125786163522,1.9342983913421632,0.8413793103448276,36.593048095703125,333.2396192550659
10,0.2934163461128871,0.010269009818633398,62.38993710691824,1.954317820072174,0.846551724137931,36.585975646972656,369.8255949020386
11,0.24696826795116067,0.012845954857766628,64.90566037735849,1.6452850317955017,0.8517241379310345,36.738704681396484,406.56429958343506
12,0.26431833145519096,0.0227494016289711,60.37735849056604,1.826571717262268,0.8568965517241379,36.77869176864624,443.3429913520813
13,0.1978788636624813,0.0,62.38993710691824,1.7960032320022583,0.8620689655172414,36.59009265899658,479.9330840110779
14,0.15020287906130156,0.005477004994948705,62.76729559748428,1.7476042461395265,0.8672413793103448,36.42065715789795,516.3537411689758
15,0.19781615554044643,0.017482601571828127,62.264150943396224,1.8867020034790039,0.8724137931034482,36.94997978210449,553.3037209510803
16,0.138828344643116,0.0,58.9937106918239,1.984214584827423,0.8775862068965518,36.57758903503418,589.8813099861145
17,0.12769041613986096,0.0,65.15723270440252,1.7286261701583863,0.8827586206896552,36.546316623687744,626.4276266098022
18,0.13802980755766234,0.0,62.38993710691824,1.8233403086662292,0.8879310344827586,36.5931339263916,663.0207605361938
19,0.1017974866554141,0.019201284584899742,64.15094339622641,1.7956438589096069,0.8931034482758621,36.76994252204895,699.7907030582428
20,0.1371001087439557,0.0,67.04402515723271,1.722510416507721,0.8982758620689655,36.399871587753296,736.1905746459961
21,0.13711234868969768,0.08121398960550626,61.38364779874214,1.8273345422744751,0.903448275862069,36.746814250946045,772.9373888969421
22,0.12190793718521793,0.007553849369287491,60.880503144654085,1.9885143637657166,0.9086206896551724,36.57885766029358,809.5162465572357
23,0.10303739947266877,0.0,61.38364779874214,1.9867717385292054,0.9137931034482758,36.389347076416016,845.9055936336517
24,0.13058020640164614,0.0024756950636704764,62.0125786163522,1.9434524607658386,0.9189655172413793,36.783753871917725,882.6893475055695
25,0.10720386262983084,0.0,65.53459119496856,1.740366928577423,0.9241379310344827,36.584585666656494,919.273933172226
26,0.056775116827338934,0.0,67.79874213836477,1.6787492144107818,0.9293103448275861,36.75221562385559,956.0261487960815
27,0.06754775648005307,0.036439222594102226,58.9937106918239,2.231318221092224,0.9344827586206896,36.83285856246948,992.859007358551
28,0.08932884285847346,0.0,55.094339622641506,2.173330068588257,0.939655172413793,36.58652424812317,1029.4455316066742
29,0.07726098108105361,0.0,59.62264150943396,1.9836826586723328,0.9448275862068966,36.60736083984375,1066.052892446518
30,0.0548481986237069,0.05290007094542185,62.0125786163522,1.6271161615848542,0.95,36.80119466781616,1102.854087114334
