Best_Accuracy,Best_Epoch,Final_Test_Accuracy,Final_Train_Accuracy,CLS_Loss_Start,CLS_Loss_End,SSC_Loss_Start,SSC_Loss_End,Total_Training_Minutes,Avg_Epoch_Time,Min_Epoch_Time,Max_Epoch_Time
61.24074077606201,1,43.5601851940155,99.92977528089888,1.4413167724616072,0.0051128287382147,0.0489438645374239,0.0022128553769362,60.483073592185974,72.57968831062317,67.52891278266907,77.09869313240051
