Best_Accuracy,Best_Epoch,Final_Test_Accuracy,Final_Train_Accuracy,CLS_Loss_Start,CLS_Loss_End,SSC_Loss_Start,SSC_Loss_End,Total_Training_Minutes,Avg_Epoch_Time,Min_Epoch_Time,Max_Epoch_Time
66.88368059694767,21,65.47309029847383,99.96488764044943,1.3924590263808712,0.003596429566141,0.0614617570313844,0.0038350180355214,57.82060478925705,69.38472574710846,67.47639560699463,69.74891638755798
