Best_Accuracy,Best_Epoch,Final_Test_Accuracy,Final_Train_Accuracy,CLS_Loss_Start,CLS_Loss_End,SSC_Loss_Start,SSC_Loss_End,Total_Training_Minutes,Avg_Epoch_Time,Min_Epoch_Time,Max_Epoch_Time
56.07443820224719,25,55.58286516853933,100.0,2.2145422101020813,0.0034448443511791,0.1187273118412122,0.0071809346991358,23.890650514761607,28.668780617713928,24.03782081604004,31.240272760391235
